lat, long, sent
34.09712973, -118.07850047, 0.25
32.9888202, -96.88604808, -0.28125
33.89300797, -118.27853157, 0.0
47.4924256, -117.58670614, 0.0
42.27301811, -84.44708536, 0.5
26.2969988, -98.0097365, 0.8166666666669999
44.41824131, -70.79879378, 0.25
36.26709413, -115.25260244, -0.125
30.00578417, -90.21195557, -0.03125
34.10296976, -118.30899778, 1.004166666667
40.61070675, -74.40476533, -0.75
43.0187969, -87.9397841, -0.333333333333
42.9810793, -87.9931989, 0.0
38.78909977, -90.52132022, 0.5
36.83427886, -119.91885679, 1.229166666667
30.00578417, -90.21195557, 0.0
43.54592057, -116.28453547, 0.321428571429
40.69668931, -89.61412951, 0.452380952381
32.83743806, -96.77359583, 1.0
40.54279445, -76.04152001, 0.0
42.87988084, -85.76303889, -0.2
33.17952398, -97.1766471, 1.0
33.89288945, -118.27846485, -0.25
47.68633031, -122.14183924, -0.08333333333299997
31.54194514, -97.1190093, -0.25
34.006139, -117.5896616, 1.175
34.29054487, -118.68449078, 0.375
41.08011443, -79.20451683, 0.0
37.47119214, -122.25006727, -0.25
34.16947092, -118.61459968, -0.75
37.5393866, -122.0288468, -0.125
36.7705204, -119.72425399, 0.925
32.33834849, -86.22734067, -0.625
40.62498237, -74.07847225, 0.3125
39.92170217, -75.17622353, 0.41666666666700003
36.59335347, -119.42467167, -0.25
28.9740566, -98.4924781, -0.24679487179500004
35.77211944, -119.26355741, 0.0
47.43595125, -122.29362387, 0.0
36.3158999, -115.2891442, 0.5
36.71818667, -119.56241333, 0.3125
40.83650954, -74.08650094, 0.49404761904700006
39.95987496, -75.13764539, 0.5625
33.12423792, -95.60626405, -0.208333333333
36.06927127, -94.16582038, 0.5
29.95972333, -90.09056471, 0.0
45.65746157, -122.51220857, 1.104166666667
41.89746117, -87.66227581, 0.0
40.08322897, -88.27838963, 0.0
37.73763488, -87.13944724, 0.889423076923
36.22200735, -81.70261097, 0.879464285714
38.71618843, -121.26655559, 0.25
30.46074306, -84.31252134, 1.175
37.93540018, -122.35971791, 0.0
39.50032496, -75.22339429, 0.3125
40.7552368, -74.17124211, 0.375
41.60968081, -88.02198719, -0.08333333333300003
34.8078176, -98.2613243, 0.5
33.20570783, -87.54874486, 0.5
32.10672013, -111.1234853, 0.0
42.91043855, -78.877005, 0.625
40.30433869, -76.93197564, 0.375
36.59315526, -119.424686, 0.5398809523810001
42.32901855, -78.44124998, -0.875
37.68834347, -122.47392419, 0.0
41.99111938, -88.15849304, 0.75
33.9384029, -118.0475429, -0.528571428571
25.76909399, -80.22534136, 0.0
34.10055109, -117.6132017, 0.0
25.6614041, -80.43290813, 1.21875
47.49339952, -117.56956989, 0.0
45.4857818, -122.88813188, 0.71875
32.60014236, -82.34679627, 0.0
42.7125952, -87.7871468, -0.75
40.70976213, -74.35282485, 0.0
30.43340835, -97.64371984, 0.375
37.7299728, -122.1852474, 0.925
28.5395583, -81.4375439, -0.375
38.847287, -94.62791375, -0.958333333333
33.52533038, -101.86715861, -0.25
34.14561237, -117.89969097, -0.22499999999999998
40.42578983, -79.92870778, -0.4375
31.46762833, -97.15346196, 0.0
41.84603932, -71.82772748, -0.25
47.10709343, -122.22171993, 0.6875
34.13380657, -117.59596314, -0.333333333333
39.95029899, -76.73367201, 0.75
38.51283463, -122.76106937, 0.229166666667
45.50590066, -122.68377934, 0.0
42.0611612, -87.8625809, -0.625
26.2746665, -80.2756601, -0.475
41.52095065, -90.42666796, 0.0
37.2271353, -80.44461966, -0.5
37.5988881, -122.04787456, 0.525
37.765017, -122.418073, 0.535714285714
33.99614309, -117.5013354, 0.0
39.91100259, -75.23220409, 0.0
30.56419486, -92.08655141, 0.0
37.71383628, -122.44156504, 0.625
41.02973055, -80.64535328, 0.0
33.87067686, -117.92415358, 0.0
25.9416676, -80.29762902, 0.25
40.66461958, -74.22139768, -0.25
33.98064914, -118.19857939, -0.625
29.32734487, -98.49848933, -0.125
42.73457859, -73.67775515, 0.925
36.14353317, -115.1544676, 0.875
33.49674293, -112.20633776, 0.125
39.48927933, -121.50706574, 0.0
33.66232135, -117.90330932, -0.6666666666659999
41.94117424, -71.0542017, 0.754464285714
35.426587, -119.11562887, 0.0
29.90485238, -97.90062946, 1.494047619047
37.72043034, -122.48211774, 0.37946428571400004
38.42134494, -78.87776309, -0.375
42.4030374, -83.2946336, 0.25
46.8730122, -114.02070816, 0.0
40.88090037, -74.18098943, 0.6875
34.98029163, -101.90858243, 0.25
33.89862254, -118.37795318, 0.535714285714
33.78738483, -118.30453345, -0.75
32.30453, -90.8689, 0.9375
35.7720277, -119.26357363, 0.0
34.53314058, -83.97883278, -0.5
40.16870998, -79.79909552, 0.10416666666700003
38.78551601, -89.96569354, -0.10416666666600002
42.26602071, -71.11794256, 0.0
25.94602383, -80.34259534, -0.03846153846200001
42.93242065, -78.88284302, -1.0588235294119999
32.67336897, -97.15182619, 0.5625
36.17099999, -115.09268082, 0.461538461538
37.34215859, -120.49203853, 0.0
40.12838029, -91.52909053, -1.125
30.33408939, -81.49246023, 0.0
38.4959473, -121.4215915, 0.0
43.07211, -77.62492, 0.0
40.44053846, -79.95713958, 0.354166666667
34.25735855, -118.50314058, -0.25
33.5018372, -117.64247663, 0.25
33.70354196, -84.4828562, 0.0
39.89059433, -88.93888652, 0.211538461538
33.42993445, -112.54804019, 0.0
45.55358887, -94.22676849, 0.5
31.81814454, -93.52356958, 0.701923076923
33.16007587, -87.56161627, 0.5
41.6164055, -87.70844877, 0.0
25.80872733, -80.18668667, 0.46875
32.88109744, -96.56153509, 0.0
31.622356, -94.644705, 0.375
43.60711161, -116.20790855, 0.8333333333340001
37.6302693, -122.0946807, 0.0
40.4668462, -87.6865408, -0.75
41.86037088, -87.62672413, 0.25
35.24940366, -80.43575889, 0.375
40.52564074, -74.45880738, 0.25
38.14317142, -85.65518347, 1.3208333333339999
34.09710127, -118.07851958, -0.555555555556
33.96670811, -118.20038053, 0.0
39.55079768, -119.83000215, 0.0
33.65931577, -85.82690748, 0.5
46.3733306, -120.3406979, 0.0
34.095623, -118.282104, -0.1875
47.57671331, -122.60873116, 1.0176282051280001
33.99918756, -118.39945993, 0.5
36.11941999, -115.17401606, -0.23557692307699996
37.81597971, -122.27221599, -0.875
34.1712632, -118.6458928, 0.25
33.94965752, -84.35594483, -0.625
32.22868136, -110.95891172, 1.398214285714
40.705835, -73.93691, 0.125
33.42199291, -111.93257659, 0.0
33.98947342, -118.18219624, 0.41666666666700003
35.5787468, -98.2878039, 0.01041666666700003
41.00777373, -76.44966037, 0.0
29.76891, -95.414461, 0.925
39.77427072, -121.8334972, 0.0
48.42577565, -123.36969721, 1.014423076923
42.64794141, -83.13798716, 0.46153846153800004
33.91320382, -118.2907964, 0.9464285714289999
36.61811603, -88.32238308, 1.041666666667
29.96147251, -95.4843774, -0.375
42.96716032, -83.8206535, 0.0
35.23114671, -80.82158772, 0.0
40.91418932, -73.13119485, 0.25
39.48568762, -87.29436557, -0.2125
42.58776521, -71.78959628, 0.833333333333
39.9518071, -75.1560705, -0.975
36.13715751, -115.16404706, -0.333333333333
36.51046368, -86.88643612, -0.579656862745
42.3296068, -83.0514147, 0.375
25.688213, -100.36547, -0.28382352941199995
33.2083767, -97.15049936, 0.461538461538
37.98017686, -121.32562161, 0.0
33.49677105, -112.20633516, -0.8125
42.88772205, -75.63904203, 0.8125
33.58485866, -112.02744795, 0.5
37.28651645, -121.94404721, -0.46875
38.86159007, -94.77153295, 0.535714285714
40.76318987, -73.99789835, 0.925
34.4112358, -119.8441177, 1.375
33.95551674, -118.18049812, 0.375
34.09005197, -118.29292972, 0.3125
33.24861245, -111.62676687, -0.15178571428599996
40.7540102, -73.991136, -0.625
45.50945107, -122.68250093, 0.321428571429
30.00174291, -95.46168792, 0.25
28.70004687, -100.48924549, 1.208333333333
42.93244313, -78.88278536, -0.25
41.53312845, -90.58436628, -1.125
35.7720277, -119.26357363, 0.0
32.72638451, -97.11635239, 0.0
27.74246779, -98.09820634, -1.485576923077
47.52848948, -122.28010805, -0.783333333333
35.10165923, -77.08654193, 0.0
34.1189714, -117.3982413, 0.0
43.00117685, -76.12763811, 0.535714285714
33.91321078, -118.29078969, 0.25
33.57879778, -84.64467491, 0.0
33.79254356, -89.82877121, 0.0
33.94205311, -83.50160202, 0.25
39.39758282, -75.05721803, 1.098214285714
34.01738593, -118.14635812, -0.5
46.87900925, -102.79058838, 0.625
32.08986251, -96.45134729, -0.125
39.0992662, -86.10999653, 0.5
29.90485748, -97.90065427, -1.0625
33.14649931, -97.11170044, 0.0
33.50283377, -80.84471966, -0.583333333333
37.7299728, -122.1852474, -0.25
46.64957657, -122.9441177, 0.0
37.93543429, -122.35995799, 0.0
41.92404653, -103.57874572, -0.875
31.62709263, -94.64919174, 0.354166666667
28.96153686, -82.1151395, 0.0
32.82093196, -96.96305258, 1.3125
43.07985836, -89.28375295, 0.0
47.29803656, -122.38824546, 0.744047619047
37.9907951, -122.0032632, 1.0625
32.66561118, -97.01172486, -0.4375
39.99097525, -75.11731236, 0.0
33.44442072, -86.10098696, -0.458333333333
42.27668567, -88.97378993, 0.0
43.42656976, -88.21553716, 0.25
32.99486718, -96.85137955, -0.767156862745
39.73107439, -121.84786865, 0.205288461538
45.65793501, -122.6214086, 0.25
37.94209405, -122.36511184, 0.375
38.0052828, -121.83639781, 0.0
33.46654613, -117.12557929, 0.04365079365099994
41.6366806, -87.4811038, 0.0
34.0772415, -117.8126187, 0.7708333333340001
46.72960962, -117.18651891, 0.0
33.9898219, -118.05262321, 0.0
29.4040165, -98.4700361, -0.5
35.26017495, -120.68796806, 0.535714285714
32.99490779, -96.8513389, -0.625
37.25832487, -121.95559474, 1.723214285714
43.7252792, -79.78248803, 0.0
39.05253744, -94.59001059, 0.625
46.20838418, -119.77136952, 0.0
29.88659119, -97.94811395, 0.0
33.24962794, -111.62448523, 0.0
32.33087829, -86.23165685, -0.25
29.92736043, -95.67726033, 1.4875
32.5823624, -95.1226974, -0.25
33.9273839, -84.5007963, -0.5625
40.73868796, -73.99794026, 0.925
40.0624133, -79.8842455, -0.25
34.12445995, -118.06188111, 0.575791855203
35.41654872, -80.60102544, 0.125
32.902393, -96.71030339, 0.0
37.68585004, -120.9413032, -0.75
27.94452534, -82.46778276, 0.0
28.34471169, -82.23163692, 0.0
45.49447645, -122.93393292, 0.0625
40.69623281, -89.61303547, 0.375
35.15905323, -80.86989815, 0.0
34.98961584, -80.4495255, -0.25
41.7817026, -86.71074401, -0.8125
32.04229197, -102.10923243, 0.25
35.07876961, -92.4624512, 0.21617647058800005
29.62241634, -95.2424579, 0.925
44.27314571, -84.2343441, 0.3125
34.2658259, -118.74341273, 0.2625
33.79890145, -79.01082638, 0.0
41.65074008, -71.25792481, -0.375
34.11635731, -118.08276457, 0.375
32.55219578, -92.25963168, 0.848214285714
30.41072571, -91.07977301, 0.375
33.80148686, -84.2176691, 0.375
34.11128124, -117.64255899, -0.25
36.13715751, -115.16404706, 0.0
37.16921075, -87.03564254, 0.275
45.65783586, -122.62144279, 0.0
42.84111988, -78.81164832, -0.625
37.3976148, -79.1572793, -0.6875
30.25332992, -85.94393411, -0.15178571428599996
34.6680691, -88.559585, -0.5
34.22091588, -119.07101332, 0.0
35.08386401, -106.62751226, 0.0
40.75614601, -75.30657641, 0.0
46.99099321, -122.40387004, 0.211538461538
36.62313272, -121.82461289, 0.0
40.97860442, -117.74542756, 1.6875
40.10212598, -85.5995508, -0.3125
40.06866756, -76.46310161, 0.25
43.58139749, -83.88469417, 0.0
39.86126486, -95.27264404, 0.0
41.60963316, -88.02199155, 0.25
46.99788681, -122.86656005, 0.0
32.89872697, -117.19120416, -0.0625
35.30400678, -78.97574561, -1.375
40.60618169, -73.95879628, 0.535714285714
34.04443456, -118.250941, 0.0
36.59314591, -119.44029311, 0.0
34.705033, -118.10634025, 1.0
40.71048666, -74.00458751, 0.0
34.04144697, -118.2900729, 0.925
32.75270099, -96.58108866, 1.160714285714
33.42977993, -112.54806699, -0.125
40.09235177, -85.61864938, -0.125
38.67958631, -90.47486996, 0.375
35.91786606, -91.51773962, -1.025
33.45742, -94.08046, 0.229166666667
37.88401487, -121.27714729, -0.395833333333
28.14159609, -82.74856734, 0.0
34.25354617, -118.81279212, -0.07261904761900001
38.0777896, -97.9516323, 0.59375
37.81773008, -94.71618942, 0.5
43.06755237, -89.40095542, 0.041666666667
32.63107758, -116.96962141, 0.0
47.40156374, -122.62179558, 0.625
40.24056838, -111.63945758, -0.25
34.11018401, -118.10586024, 0.0
34.514161, -117.3484499, -0.5
32.31549735, -95.25652198, -0.4083333333329999
26.15800853, -80.13571369, -0.125
41.82728741, -71.48035923, -0.25
39.99493343, -76.35143531, -0.875
42.02645481, -88.2857195, 0.0
32.30557215, -86.2658333, -0.775
33.41726429, -111.86058658, 0.925
39.84413634, -96.06901464, 0.291666666667
48.12216422, -121.92222461, 0.333333333333
43.75635444, -79.57825525, 0.0
40.9145197, -74.18328543, 0.0
42.26598747, -71.11792135, -0.975
46.86033458, -96.76691361, 0.0
42.7903248, -96.14830946, -1.0
35.625556, -78.328611, -0.375
37.135363, -76.5487602, 1.321428571429
34.04060605, -118.70805231, -0.28125
33.82626225, -117.88815231, 0.0
34.49172216, -88.93630601, 0.0
30.61839244, -96.34650937, 0.5625
33.4501655, -88.78917543, -0.375
42.73450711, -73.67810888, 0.10416666666699997
38.7456308, -90.5647044, 0.4750000000000001
41.9294289, -87.93950079, 0.604166666667
37.98979154, -84.51513023, -0.5
41.60570689, -81.52994915, 0.25
33.92310973, -83.37935253, 0.0
41.7557905, -111.81616692, 2.7750000000000004
38.96004035, -90.15798035, 0.125
39.73120098, -121.86364602, -0.413461538462
37.95152377, -121.70158636, 0.0
43.47090121, -80.55161256, -1.6625
37.72745227, -121.45518243, 0.0
36.59314591, -119.44029311, 0.0
37.27670853, -107.87041487, 0.5
41.50549304, -87.34862822, 0.16666666666699997
28.2995404, -81.476771, 0.586538461538
44.89873802, -123.04564725, 0.0
29.9759357, -93.98144445, -0.25
28.5421087, -81.37904763, 0.25
33.75820042, -84.42131953, 1.1875
32.53629768, -94.92447053, 0.0
39.9518071, -75.1560705, 0.625
44.98904744, -93.25526208, 0.625
34.04628066, -118.18079137, 0.0
29.88568858, -97.9390366, -0.208333333333
32.31610161, -95.23709715, 0.910714285714
28.30949151, -81.43003366, 1.348214285714
39.63525218, -78.27413463, 0.0
34.154482, -118.448889, 0.0
42.9380804, -87.98115727, 0.0
32.20069193, -110.82722049, 0.25
34.01292061, -84.30260349, -0.25
39.04758365, -94.36604427, 0.0
33.9202968, -118.20186071, 0.375
46.75568316, -123.00284252, -1.125
37.4160509, -94.74177903, -0.28125
41.50146392, -81.20146268, 1.0
33.20548823, -87.54907949, 0.583333333333
39.35565086, -84.45711229, 0.25
42.1341879, -72.7353, -0.25
30.6170704, -96.34563698, -0.375
30.17499488, -91.99422223, 0.5
42.51819315, -92.34243697, -0.03846153846200001
46.65959681, -120.53977293, 0.75
32.498699, -92.1152835, 0.639423076923
34.10116219, -118.34468365, 0.0
33.08630968, -96.62512123, 0.0
33.2076731, -97.14772278, 1.004464285714
36.01227525, -115.1281888, 0.5
40.44053846, -79.95713958, 2.725
42.31827349, -71.04135007, 0.06071428571400006
41.15199084, -81.35476132, 0.81875
36.71818857, -119.56240643, 0.40625
33.86248651, -117.72878823, -0.375
33.82486158, -117.95850322, 0.0
41.61605228, -87.58779222, 1.296875
40.86376214, -73.88680595, 0.04166666666700003
47.68628137, -122.14169997, 1.723214285714
33.3731476, -84.7800685, -0.375
34.06829301, -117.91393949, -0.25
43.62764072, -89.77725619, 0.46875
34.96839102, -81.98418237, 1.5
40.05525452, -75.10228727, 0.0
39.63129303, -79.95640699, 0.0
41.74569165, -74.07720863, 0.925
37.71387942, -122.44182771, -0.75
34.24649413, -118.52495728, 0.25
39.75225475, -75.36390432, -0.558823529412
36.09342762, -115.17428434, 0.0
30.42220343, -91.04773857, -0.5
35.0707965, -78.98759802, 0.5625
32.75995481, -97.48389447, 0.25
41.926611, -73.979059, 1.175
40.75667224, -74.05020426, 0.0
42.27668567, -88.97378993, 0.0
42.3652572, -122.91869089, 0.0
41.9212058, -71.89153363, -0.5
25.9627196, -97.5377585, 0.958333333333
33.15831909, -117.24804326, 0.9552884615380001
39.61423063, -75.94482461, 0.979166666667
41.88804564, -87.62626724, -0.6375
32.97612537, -80.23888065, -0.5123626373629999
34.25193074, -118.60266731, 0.25
29.67107867, -95.20028486, -0.125
36.1814825, -115.1007725, 0.625
33.92870696, -118.42550799, -0.375
41.97529664, -87.69800309, 0.925
39.04823897, -94.45417553, 0.21875
37.36853532, -121.82422766, 0.0
30.56414728, -92.08676263, 0.925
43.19724, -79.5781, 0.1875
36.20677614, -121.14443947, 0.0
40.71870822, -73.98571377, 0.09821428571400004
33.8664996, -118.114937, -0.875
38.94540766, -92.33236597, 0.0
33.03653817, -97.0736391, 0.208333333333
41.9545467, -87.6476977, 0.0
33.71564911, -118.03473024, -1.125
29.81602975, -90.83203593, 0.452380952381
41.92527913, -87.66033527, -0.125
41.27496809, -95.96269117, 0.0
35.67867592, -80.49249507, 0.0
38.68820909, -90.48447886, -0.5
34.203712, -82.16885618, 0.0625
43.35129165, -81.47399739, 0.48750000000000004
39.10286156, -76.93372624, 0.0
34.11223093, -118.33858967, 1.125
29.86096308, -97.94462102, 1.0
32.617182, -117.08179262, 0.0
42.52795874, -93.26820555, 0.875
40.99540899, -75.17164974, 0.0
33.9534505, -83.3644195, 0.0
34.17554833, -97.15123262, 0.7023809523810001
34.1027369, -117.594545, -0.29761904761899993
39.2189591, -119.67096854, 0.25
41.65386957, -87.73905433, 0.04166666666700003
40.15669537, -89.35857773, -0.010416666666999974
33.28878695, -111.69120477, 0.0
40.39129169, -74.35781372, 0.375
42.2735828, -83.49391328, 0.25
35.65770151, -105.97645316, 0.0
37.806794, -122.270195, 0.0
41.8966673, -87.8507425, -0.29166666666700003
33.49694008, -112.20637717, -0.625
35.2225, -80.8375, 0.875
38.91565148, -94.75573589, 0.25
34.00066009, -118.48269939, 0.0
38.4518052, -121.85084397, 0.47916666666700003
40.4827788, -88.9895339, -1.3088235294119999
36.35946671, -119.32525308, 0.0625
41.88804564, -87.62626724, -1.125
40.70319375, -74.14337336, -1.516666666666
42.33923537, -83.35537408, 0.0
39.75225475, -75.36390432, -0.25
36.10138537, -115.17242662, 0.25
34.01271701, -84.30248665, 0.0
36.18044661, -89.65830141, 1.15625
38.50775017, -121.48811409, 0.0
44.60072029, -103.82906676, 0.0
30.23326431, -97.7765405, 0.0
40.11837207, -80.01006127, 0.0
39.77398163, -94.82446037, -0.17708333333300003
42.27774187, -83.24461629, 0.19374999999999998
35.3653157, -97.5330908, 0.0
42.29304182, -89.64118565, 0.0
39.95196998, -120.96620633, 0.041666666667
30.18444161, -93.20740306, 0.71875
38.59797239, -90.0903275, 0.375
32.60009777, -82.34682318, -0.625
29.74782807, -95.61005705, 0.25
37.9292774, -121.69293646, 0.510416666667
48.88933984, -100.05288869, -2.375
34.22707358, -118.46263246, 0.0
38.96502488, -95.24190306, 0.875
39.54508538, -119.80993923, -0.5
49.26422655, -123.17479967, 0.29567307692300004
33.94937469, -83.38550377, 0.0
40.84780801, -74.12752555, 0.0
36.13597361, -86.76903022, -0.3
41.65967041, -91.54763802, 0.221153846154
34.02476901, -117.91091588, 0.0
33.42531815, -111.94003321, -0.2875
36.59327237, -119.44015984, -0.4375
46.399369, -117.06490106, -0.475
42.44006426, -83.1746538, 0.0
29.55367268, -98.3755222, 0.13942307692300004
38.7876051, -89.99554073, -1.3125
33.58691874, -101.94154815, 0.0
37.81773008, -94.71618942, 0.461538461538
30.344096, -97.7027447, 0.0
35.3091, -98.521, 0.875
33.81786739, -117.13318579, -1.0
33.13495066, -97.20468733, 0.0
40.27344862, -74.77185569, -0.125
42.0191201, -93.64174113, 2.05
42.71253833, -87.78676667, -0.125
49.7064733, -112.74754542, 0.0
40.4383, -79.9975, 0.875
40.72852089, -73.98093317, 0.041666666666999974
45.14234873, -93.2686715, 0.0
39.73967888, -105.01199784, -0.375
33.81518158, -116.34146973, 1.625
43.14747268, -93.23325596, 0.333333333333
34.4740625, -117.3917153, 0.16071428571400004
40.42368229, -80.57853845, -0.375
44.94538893, -93.18752942, 1.875
40.13270521, -87.58695337, 1.066964285714
41.12238143, -112.03228167, 0.25
33.93914953, -84.36756806, 1.071428571428
25.87786042, -80.19604909, 0.0
41.3345429, -73.80088497, 0.785714285714
30.43699347, -87.27948418, 0.925
